names	in_Gavin	in_Krogan	unique_to_Gavin	unique_to_Krogan
PYC1	0	1	0	1
PUS2	0	1	0	1
MRH4	0	1	0	1
SGF73	1	1	0	0
NPY1	0	1	0	1
MNP1	0	1	0	1
RPB9	1	1	0	0
HSF1	0	1	0	1
RPL7A	1	0	1	0
DBP3	0	1	0	1
KXD1	0	1	0	1
YGL082W	0	1	0	1
MMS2	0	1	0	1
NUP145	1	1	0	0
PAN2	1	1	0	0
VPS45	0	1	0	1
TOS8	0	1	0	1
SRM1	0	1	0	1
USE1	1	0	1	0
LSG1	1	1	0	0
SEH1	1	1	0	0
RPL28	1	0	1	0
ARC1	1	1	0	0
MLC1	1	1	0	0
YGL108C	0	1	0	1
NSA1	1	0	1	0
TAF6	1	1	0	0
SLD3	0	1	0	1
SNF4	1	1	0	0
CDC20	0	1	0	1
PRP43	1	1	0	0
GPG1	0	1	0	1
NAB2	0	1	0	1
MON1	0	1	0	1
MET13	0	1	0	1
SOH1	0	1	0	1
CWC23	1	1	0	0
RSM23	1	1	0	0
CEG1	1	0	1	0
SNT2	0	1	0	1
ITC1	1	1	0	0
PCL10	0	1	0	1
SEC27	1	1	0	0
YGL140C	0	1	0	1
HUL5	0	1	0	1
MRF1	0	1	0	1
TIP20	1	0	1	0
RPL9A	1	0	1	0
INO80	1	1	0	0
NUT1	1	1	0	0
LYS5	1	0	1	0
AMS1	1	0	1	0
ARI1	0	1	0	1
YIP5	0	1	0	1
CUP2	0	1	0	1
PMR1	1	1	0	0
ROK1	1	1	0	0
NUP49	0	1	0	1
XRN1	1	0	1	0
BUD13	0	1	0	1
SAE2	0	1	0	1
MPT5	0	1	0	1
GTS1	0	1	0	1
COX4	0	1	0	1
CDC55	1	1	0	0
HOS2	1	0	1	0
GCN1	1	1	0	0
MDS3	1	1	0	0
EMP24	1	1	0	0
MCM6	0	1	0	1
KEX1	0	1	0	1
CHC1	1	1	0	0
SPT16	1	1	0	0
SIP2	1	1	0	0
SKI8	1	1	0	0
CLG1	0	1	0	1
BOL2	0	1	0	1
COG1	1	0	1	0
VID30	0	1	0	1
SAP4	0	1	0	1
TAN1	1	1	0	0
SEC15	1	0	1	0
"""ADE5,7"	1	1	0	0
CSE1	1	1	0	0
DOC1	0	1	0	1
KAP114	1	1	0	0
YGL242C	0	1	0	1
RTF1	1	1	0	0
GUS1	1	1	0	0
RAI1	1	1	0	0
HFM1	0	1	0	1
RTG2	1	1	0	0
HXK2	0	1	0	1
SWC4	0	1	0	1
CUL3	0	1	0	1
TFG2	1	1	0	0
PRP18	0	1	0	1
YGR012W	0	1	0	1
SNU71	1	1	0	0
YGR017W	1	0	1	0
VMA7	1	1	0	0
RPS25A	1	0	1	0
POP6	0	1	0	1
IMO32	0	1	0	1
GSC2	0	1	0	1
TIM21	0	1	0	1
RPL26B	1	0	1	0
ACB1	0	1	0	1
BUD9	0	1	0	1
NQM1	0	1	0	1
TFC4	0	1	0	1
UFD1	1	1	0	0
FMP48	0	1	0	1
YGR054W	1	1	0	0
RSC1	1	1	0	0
ADE6	0	1	0	1
COX18	0	1	0	1
SPT4	1	1	0	0
YGR067C	0	1	0	1
ART5	0	1	0	1
ENV11	0	1	0	1
UPF3	0	1	0	1
SMD1	1	1	0	0
PRP38	1	1	0	0
MRPL25	0	1	0	1
PAC10	0	1	0	1
SLX9	1	1	0	0
GCD2	1	1	0	0
MRP13	1	1	0	0
RPL11B	1	0	1	0
PIL1	1	1	0	0
PDC6	0	1	0	1
UTP22	1	1	0	0
PRP31	1	1	0	0
DRN1	0	1	0	1
VAS1	1	0	1	0
RRP46	1	1	0	0
ASK10	0	1	0	1
ESP1	0	1	0	1
NOP7	1	1	0	0
SRB5	1	1	0	0
CLB1	0	1	0	1
DAM1	0	1	0	1
SPT6	1	1	0	0
NUP57	1	1	0	0
COG2	1	0	1	0
PPT1	0	1	0	1
ASN2	0	1	0	1
YGR126W	0	1	0	1
UTP8	1	1	0	0
SYF2	0	1	0	1
YGR130C	1	1	0	0
PHB1	1	0	1	0
CAF130	1	1	0	0
PRE9	1	1	0	0
LSB1	0	1	0	1
CBF2	0	1	0	1
SKN1	1	0	1	0
ENP2	1	1	0	0
CYS4	1	1	0	0
PTI1	1	1	0	0
MTR3	1	1	0	0
RTS3	1	1	0	0
TIF4631	1	1	0	0
MRPS35	1	1	0	0
TRS65	1	0	1	0
CLC1	1	1	0	0
PSD2	1	1	0	0
MSM1	0	1	0	1
RBG2	0	1	0	1
ERG1	1	0	1	0
ATF2	0	1	0	1
PBP1	1	0	1	0
OKP1	0	1	0	1
RNR4	1	1	0	0
TYS1	0	1	0	1
TFG1	1	1	0	0
HGH1	1	1	0	0
BUB1	0	1	0	1
TDH3	1	0	1	0
PDX1	1	0	1	0
SKI6	1	1	0	0
YPP1	0	1	0	1
ELP2	1	1	0	0
PCT1	0	1	0	1
ADE3	1	1	0	0
CIR1	0	1	0	1
TRX2	0	1	0	1
ZPR1	0	1	0	1
RPS0A	1	0	1	0
RSM27	1	1	0	0
CRM1	1	0	1	0
MRPL9	1	1	0	0
HSV2	0	1	0	1
SMI1	0	1	0	1
PHB2	1	1	0	0
NAS6	1	1	0	0
PHO81	1	1	0	0
YHB1	1	0	1	0
YGR237C	0	1	0	1
KEL2	0	1	0	1
PFK1	1	1	0	0
LSC2	0	1	0	1
SDA1	1	1	0	0
BRF1	0	1	0	1
SOL4	0	1	0	1
YGR250C	1	1	0	0
NOP19	0	1	0	1
GCN5	1	1	0	0
PUP2	0	1	0	1
ENO1	1	0	1	0
COQ6	0	1	0	1
GND2	0	1	0	1
APL6	1	1	0	0
BUD32	0	1	0	1
SAY1	0	1	0	1
MES1	1	1	0	0
YGR266W	0	1	0	1
FOL2	0	1	0	1
TAF1	1	0	1	0
RTT102	1	1	0	0
CWC22	1	1	0	0
YOR1	1	1	0	0
YGR283C	0	1	0	1
ZUO1	1	1	0	0
BIO2	0	1	0	1
RPL14B	1	0	1	0
HSE1	0	1	0	1
MRP4	1	1	0	0
STE20	0	1	0	1
YHL008C	0	1	0	1
PRS3	1	0	1	0
YLF2	0	1	0	1
RPS20	1	0	1	0
APM2	1	1	0	0
OPI1	1	0	1	0
RIM4	0	1	0	1
SNF6	1	1	0	0
ECM29	1	1	0	0
GUT1	0	1	0	1
RPL8A	1	0	1	0
SBP1	1	1	0	0
EFM1	0	1	0	1
ERG11	0	1	0	1
SOD2	0	1	0	1
RPL27A	1	0	1	0
DIA4	0	1	0	1
VPS29	1	1	0	0
ARD1	0	1	0	1
DED81	1	0	1	0
YHR020W	1	0	1	0
MYO1	1	1	0	0
MAS2	1	0	1	0
THR1	0	1	0	1
RPN1	1	1	0	0
YHI9	1	1	0	0
PIH1	0	1	0	1
YHR035W	0	1	0	1
BRL1	0	1	0	1
MSC7	0	1	0	1
VMA10	1	1	0	0
SRB2	1	1	0	0
NCP1	0	1	0	1
INM1	0	1	0	1
CIC1	1	1	0	0
YHR054C	0	1	0	1
RSC30	1	0	1	0
MED6	1	1	0	0
FYV4	0	1	0	1
GIC1	0	1	0	1
RPP1	1	1	0	0
SSZ1	1	1	0	0
RRP3	0	1	0	1
SSF1	0	1	0	1
HTD2	0	1	0	1
RRP4	1	1	0	0
TRM5	0	1	0	1
NOP10	0	1	0	1
OSH3	0	1	0	1
QNS1	0	1	0	1
PTC7	0	1	0	1
NMD2	0	1	0	1
IRE1	0	1	0	1
LRP1	1	1	0	0
KSP1	0	1	0	1
STE12	0	1	0	1
IPI1	1	0	1	0
NAM8	1	1	0	0
RPF1	1	0	1	0
GAR1	0	1	0	1
YNG2	0	1	0	1
YHR097C	0	1	0	1
TRA1	1	1	0	0
KIC1	0	1	0	1
CDC12	1	1	0	0
ERP5	1	0	1	0
UBA4	0	1	0	1
BZZ1	1	1	0	0
ORC6	1	1	0	0
SET1	1	1	0	0
LSM12	1	1	0	0
NDT80	0	1	0	1
YHR127W	0	1	0	1
FUR1	1	0	1	0
YHR131C	0	1	0	1
ARO9	0	1	0	1
YHR138C	0	1	0	1
RPC10	0	1	0	1
MRPL6	1	0	1	0
IMP3	1	0	1	0
LAM1	0	1	0	1
LIN1	1	1	0	0
KEL1	1	1	0	0
YAP1801	0	1	0	1
DNA2	1	1	0	0
PRP8	1	1	0	0
CDC23	1	1	0	0
THP2	1	1	0	0
DBP8	1	1	0	0
NMD3	1	1	0	0
SPC97	1	1	0	0
ENO2	1	0	1	0
OYE2	1	1	0	0
YHR182W	0	1	0	1
GND1	0	1	0	1
PFS1	0	1	0	1
IKI1	1	1	0	0
CTF8	0	1	0	1
EGD2	0	1	0	1
UTP9	1	1	0	0
RIX1	1	0	1	0
RPN10	1	1	0	0
MNL1	0	1	0	1
BAT1	1	0	1	0
IMD2	1	1	0	0
NAS2	0	1	0	1
BAR1	0	1	0	1
VID28	0	1	0	1
HIS6	0	1	0	1
RPB3	1	1	0	0
TIM44	1	0	1	0
IRR1	0	1	0	1
BCY1	0	1	0	1
CAP2	1	1	0	0
CKA1	1	1	0	0
CST6	0	1	0	1
NOT3	0	1	0	1
TED1	0	1	0	1
GVP36	0	1	0	1
CBR1	0	1	0	1
PIG2	0	1	0	1
MET30	0	1	0	1
SYG1	0	1	0	1
PCL7	0	1	0	1
MMF1	0	1	0	1
VHR1	0	1	0	1
SNP1	1	1	0	0
ARC15	1	1	0	0
YRB2	0	1	0	1
RNR3	0	1	0	1
YIL067C	0	1	0	1
SEC6	1	1	0	0
RPS24B	1	1	0	0
MAM33	1	1	0	0
PCI8	1	1	0	0
SER33	1	0	1	0
RPN2	1	1	0	0
SEC28	1	1	0	0
THS1	1	0	1	0
AIR1	0	1	0	1
SDS3	1	1	0	0
UTP25	0	1	0	1
RSM25	1	1	0	0
LYS12	1	1	0	0
PRK1	0	1	0	1
BMT5	0	1	0	1
FYV10	0	1	0	1
FMC1	0	1	0	1
SGA1	0	1	0	1
XBP1	0	1	0	1
DPH1	1	0	1	0
SHQ1	1	0	1	0
SLM1	0	1	0	1
PFK26	0	1	0	1
YIL108W	0	1	0	1
SEC24	1	1	0	0
HOS4	1	1	0	0
NUP159	1	1	0	0
QDR2	0	1	0	1
KGD1	1	1	0	0
STH1	1	1	0	0
RRT14	0	1	0	1
MET18	1	0	1	0
TAO3	1	0	1	0
RPL16A	1	0	1	0
VHS2	0	1	0	1
TMA108	0	1	0	1
CCT2	1	1	0	0
SLN1	0	1	0	1
RPL40A	0	1	0	1
MLP2	0	1	0	1
YIL152W	0	1	0	1
RRD1	0	1	0	1
IMP2'	0	1	0	1
UBP7	0	1	0	1
YIL161W	1	1	0	0
VTH1	0	1	0	1
YIL177C	0	1	0	1
SGN1	1	1	0	0
MPH1	1	0	1	0
AIM21	1	1	0	0
PAN1	0	1	0	1
YIR007W	0	1	0	1
PRI1	1	1	0	0
MSL1	1	1	0	0
SQT1	0	1	0	1
RPR2	0	1	0	1
MRS1	0	1	0	1
SEC11	0	1	0	1
MND2	0	1	0	1
DCG1	0	1	0	1
MGA2	0	1	0	1
YIR035C	1	1	0	0
HYR1	0	1	0	1
PRE3	1	1	0	0
OST1	1	0	1	0
CYR1	1	1	0	0
CTK2	1	1	0	0
CCT8	1	1	0	0
RPC17	1	1	0	0
BBC1	0	1	0	1
PET130	0	1	0	1
APS3	0	1	0	1
RNR2	1	1	0	0
VPS53	1	0	1	0
HCA4	1	1	0	0
KAR2	1	1	0	0
TAD2	0	1	0	1
SNX4	1	0	1	0
NUP192	1	0	1	0
NSP1	1	1	0	0
GYP6	0	1	0	1
AIM22	0	1	0	1
RTT101	0	1	0	1
MTR4	1	1	0	0
IRC8	0	1	0	1
TDH1	1	1	0	0
PEP8	0	1	0	1
ZAP1	0	1	0	1
NUP82	1	1	0	0
MRPL8	1	1	0	0
DLS1	0	1	0	1
MPM1	0	1	0	1
YJL068C	0	1	0	1
UTP18	1	1	0	0
YJL070C	0	1	0	1
PSF2	0	1	0	1
SMC3	1	1	0	0
NET1	1	1	0	0
SCP160	1	1	0	0
ARP4	1	1	0	0
ALY2	0	1	0	1
EXO70	1	0	1	0
ARG3	0	1	0	1
BCK1	0	1	0	1
SAP185	1	1	0	0
CHS6	1	0	1	0
GSH1	1	0	1	0
MEF2	0	1	0	1
SET4	0	1	0	1
YJL107C	0	1	0	1
UTP10	1	1	0	0
GZF3	0	1	0	1
CCT7	1	0	1	0
ASF1	0	1	0	1
PHO86	0	1	0	1
YJL118W	0	1	0	1
ALB1	0	1	0	1
MTC1	0	1	0	1
LSM1	1	1	0	0
GCD14	0	1	0	1
PBS2	0	1	0	1
TRK1	0	1	0	1
URA2	1	1	0	0
AIM23	0	1	0	1
YJL132W	0	1	0	1
GLG2	0	1	0	1
TIF2	0	1	0	1
RPB4	1	1	0	0
YJL144W	0	1	0	1
IDS2	1	0	1	0
RPA34	0	1	0	1
VPS35	1	1	0	0
FBP26	1	1	0	0
HSP150	0	1	0	1
TPK1	0	1	0	1
HAL5	0	1	0	1
SET2	0	1	0	1
RFA3	1	1	0	0
SWI3	1	1	0	0
RPL17B	1	0	1	0
PFD1	0	1	0	1
ATP12	0	1	0	1
MNN11	1	0	1	0
GON7	0	1	0	1
SWE1	0	1	0	1
RPS22A	1	0	1	0
RPS14B	1	0	1	0
SOP4	0	1	0	1
CDC6	1	1	0	0
UBP12	0	1	0	1
MBB1	0	1	0	1
ACO2	0	1	0	1
ECM25	1	0	1	0
PRP21	1	1	0	0
LAA1	0	1	0	1
NUC1	1	0	1	0
AVT1	0	1	0	1
MPP10	1	1	0	0
APL1	0	1	0	1
SUI2	1	1	0	0
TDH2	1	1	0	0
SPC1	0	1	0	1
YJR011C	0	1	0	1
TMA22	1	0	1	0
ESS1	0	1	0	1
LSM8	0	1	0	1
BNA1	0	1	0	1
GEA1	0	1	0	1
CPR7	0	1	0	1
RAV1	1	1	0	0
HUL4	0	1	0	1
URB2	1	1	0	0
NUP85	1	1	0	0
POL32	0	1	0	1
SSC1	1	1	0	0
ANB1	0	1	0	1
ISY1	1	1	0	0
OSM1	0	1	0	1
RAD7	0	1	0	1
BFA1	0	1	0	1
APS2	0	1	0	1
PTK2	0	1	0	1
CBF1	0	1	0	1
RPA12	1	1	0	0
CCT5	1	0	1	0
ARP3	1	1	0	0
TOR1	0	1	0	1
YAE1	0	1	0	1
RFC2	1	1	0	0
HAM1	0	1	0	1
HOC1	1	0	1	0
CDC11	1	1	0	0
MIR1	1	0	1	0
EAF6	0	1	0	1
CSN12	1	1	0	0
BIR1	0	1	0	1
GRR1	0	1	0	1
JSN1	0	1	0	1
BUD4	1	1	0	0
FIP1	1	1	0	0
RPL43B	0	1	0	1
YJR096W	0	1	0	1
YJR098C	0	1	0	1
RSM26	1	1	0	0
VPS25	0	1	0	1
URA8	0	1	0	1
SOD1	0	1	0	1
ADO1	0	1	0	1
ECM27	0	1	0	1
CPA2	1	1	0	0
YMR1	0	1	0	1
RSM7	1	1	0	0
JHD2	0	1	0	1
ATP2	1	1	0	0
RPS5	1	0	1	0
ENT3	0	1	0	1
MNS1	0	1	0	1
NMD5	1	0	1	0
MCM22	0	1	0	1
IML1	1	0	1	0
HOM6	0	1	0	1
HIR3	0	1	0	1
PMT4	0	1	0	1
RPS4A	1	0	1	0
BAT2	1	1	0	0
YJR154W	0	1	0	1
THI11	0	1	0	1
MRP17	1	1	0	0
AUR1	0	1	0	1
BYE1	0	1	0	1
RPL14A	1	0	1	0
CAP1	1	1	0	0
MRT4	1	1	0	0
UFD4	1	1	0	0
PRP40	1	1	0	0
ARC19	1	1	0	0
URB1	1	1	0	0
PUT3	0	1	0	1
SWD2	1	1	0	0
CDC16	1	1	0	0
YKL023W	0	1	0	1
URA6	0	1	0	1
PAN3	1	1	0	0
TCD2	0	1	0	1
TFA1	1	1	0	0
MAE1	1	1	0	0
UGP1	0	1	0	1
AIM26	0	1	0	1
PTM1	1	0	1	0
NFU1	0	1	0	1
VPS24	0	1	0	1
PRI2	1	0	1	0
ANR2	0	1	0	1
ELM1	0	1	0	1
YKL050C	0	1	0	1
ASK1	0	1	0	1
TMA19	0	1	0	1
NUP120	1	1	0	0
TOA2	0	1	0	1
MPE1	1	1	0	0
FBA1	1	0	1	0
BLI1	0	1	0	1
YNK1	1	0	1	0
YKL069W	0	1	0	1
YKL075C	0	1	0	1
DHR2	0	1	0	1
VMA5	1	1	0	0
TEF4	1	1	0	0
RRP14	0	1	0	1
MDH1	1	0	1	0
CAB3	1	1	0	0
YKL091C	0	1	0	1
BUD2	0	1	0	1
MBR1	0	1	0	1
YJU2	0	1	0	1
CWP2	0	1	0	1
YKL100C	0	1	0	1
HSL1	1	1	0	0
GFA1	1	1	0	0
KTI12	0	1	0	1
RAD27	0	1	0	1
APN1	0	1	0	1
SBA1	0	1	0	1
VPH2	1	0	1	0
SRP21	1	1	0	0
SSH4	0	1	0	1
RRN3	1	0	1	0
YPK1	0	1	0	1
PMU1	0	1	0	1
MYO3	0	1	0	1
SHE2	1	1	0	0
RMA1	0	1	0	1
APL2	1	1	0	0
CTK1	1	1	0	0
MRP8	1	1	0	0
LTV1	1	1	0	0
RPC25	1	1	0	0
RPT1	1	1	0	0
YKL151C	0	1	0	1
GPM1	1	0	1	0
SRP102	1	0	1	0
RSM22	1	1	0	0
APE2	1	1	0	0
RCN1	0	1	0	1
ELF1	0	1	0	1
PIR1	0	1	0	1
MRP49	1	1	0	0
EBP2	1	1	0	0
SNU114	1	1	0	0
COY1	0	1	0	1
RPL17A	1	0	1	0
PRS1	1	0	1	0
FAS1	1	1	0	0
ASH1	0	1	0	1
CNB1	0	1	0	1
DPH2	1	1	0	0
ACP1	0	1	0	1
SDS22	1	1	0	0
MIA40	0	1	0	1
YKT6	1	0	1	0
TOR2	0	1	0	1
EAP1	0	1	0	1
ADD66	0	1	0	1
UBA1	0	1	0	1
TRP3	1	1	0	0
SAC1	0	1	0	1
DOA1	0	1	0	1
YRA2	0	1	0	1
OXP1	0	1	0	1
URA1	0	1	0	1
VPS1	1	1	0	0
PAP1	1	1	0	0
OSH6	0	1	0	1
MRPL13	1	1	0	0
RSC4	1	1	0	0
FOX2	0	1	0	1
TOF2	0	1	0	1
YPT52	1	1	0	0
YKR015C	0	1	0	1
YKR018C	1	0	1	0
NTR2	1	1	0	0
DBP7	0	1	0	1
RPC37	1	1	0	0
GCN3	1	1	0	0
BCH2	1	1	0	0
SAP190	1	1	0	0
SET3	1	1	0	0
SPO14	1	0	1	0
CAF4	0	1	0	1
SPC34	0	1	0	1
KAE1	0	1	0	1
UTH1	0	1	0	1
SHB17	0	1	0	1
NAP1	1	1	0	0
FMP46	0	1	0	1
DYN1	0	1	0	1
TRM2	0	1	0	1
RPS21A	1	0	1	0
GLG1	0	1	0	1
TIF1	1	1	0	0
UTP30	1	0	1	0
TFA2	0	1	0	1
OAF3	0	1	0	1
GPT2	1	1	0	0
BET3	1	1	0	0
YKR070W	0	1	0	1
DRE2	0	1	0	1
SIS2	0	1	0	1
MSA2	0	1	0	1
YKR078W	0	1	0	1
TRZ1	1	0	1	0
RPF2	1	1	0	0
NUP133	0	1	0	1
DAD2	0	1	0	1
MRPL20	1	1	0	0
PRP16	0	1	0	1
SRP40	0	1	0	1
MLP1	1	1	0	0
UBP11	0	1	0	1
SIR1	0	1	0	1
DNM1	1	1	0	0
ORC3	1	1	0	0
SPO75	0	1	0	1
DRS1	1	1	0	0
PSR1	0	1	0	1
SOF1	1	0	1	0
PUF3	0	1	0	1
DPS1	1	1	0	0
KNS1	0	1	0	1
SPA2	1	1	0	0
HIF1	1	1	0	0
POM33	0	1	0	1
SSA2	1	0	1	0
HSP104	0	1	0	1
ISA1	0	1	0	1
FRA1	0	1	0	1
YLL032C	0	1	0	1
IRC19	0	1	0	1
RIX7	1	0	1	0
PRP19	1	1	0	0
VPS13	1	1	0	0
RPL8B	1	0	1	0
COF1	0	1	0	1
YCT1	0	1	0	1
GTT2	0	1	0	1
MHT1	0	1	0	1
AYT1	0	1	0	1
NOC3	1	1	0	0
CMS1	1	0	1	0
SSL1	1	1	0	0
SSK1	0	1	0	1
LOT6	0	1	0	1
PPR1	0	1	0	1
BRE2	1	1	0	0
PSR2	0	1	0	1
IRC25	0	1	0	1
SDO1	0	1	0	1
IZH3	0	1	0	1
UBR2	0	1	0	1
SNF7	0	1	0	1
SED5	0	1	0	1
AAT2	0	1	0	1
ADE16	1	1	0	0
RPL15A	1	0	1	0
RAD5	0	1	0	1
RSC58	1	1	0	0
SMF3	0	1	0	1
MLH2	1	1	0	0
RIC1	1	1	0	0
TRX1	0	1	0	1
PDC1	1	0	1	0
STU2	0	1	0	1
RPS0B	1	1	0	0
FCF2	0	1	0	1
IES3	1	1	0	0
SPT8	1	1	0	0
SHM2	0	1	0	1
FRS1	1	1	0	0
PER33	0	1	0	1
SPC3	0	1	0	1
MEF1	0	1	0	1
RGR1	1	1	0	0
LAM6	0	1	0	1
BUD20	1	0	1	0
RPL10	1	1	0	0
SIC1	1	1	0	0
RAX2	0	1	0	1
ARP6	0	1	0	1
SMC4	0	1	0	1
GAA1	1	0	1	0
ALT1	0	1	0	1
XDJ1	0	1	0	1
GEP5	0	1	0	1
IOC2	0	1	0	1
KIN2	0	1	0	1
HRT3	0	1	0	1
APC9	1	1	0	0
MDN1	1	1	0	0
AHP1	0	1	0	1
HOG1	0	1	0	1
CFT2	1	1	0	0
CLF1	1	1	0	0
APC2	1	1	0	0
DIP2	1	1	0	0
ACE2	0	1	0	1
USB1	0	1	0	1
CKI1	0	1	0	1
SLX4	0	1	0	1
NHA1	0	1	0	1
SLS1	1	1	0	0
DPH6	0	1	0	1
ACF2	0	1	0	1
RMP1	0	1	0	1
SPE4	0	1	0	1
SMD3	1	1	0	0
PEP3	0	1	0	1
STM1	1	1	0	0
ACS2	1	1	0	0
MAS1	1	0	1	0
SEC10	1	0	1	0
RPS31	0	1	0	1
APS1	1	1	0	0
DPH5	1	0	1	0
CBF5	1	1	0	0
RFX1	0	1	0	1
TFS1	0	1	0	1
YLR179C	0	1	0	1
SAM1	1	1	0	0
VTA1	0	1	0	1
SWI6	1	1	0	0
RPL37A	0	1	0	1
EMG1	1	0	1	0
SKG3	0	1	0	1
ATG26	1	0	1	0
MMR1	0	1	0	1
HCR1	1	1	0	0
PWP1	1	1	0	0
NOP56	1	0	1	0
PBA1	0	1	0	1
YKE2	0	1	0	1
MSS51	1	1	0	0
SEC13	1	1	0	0
CLB4	0	1	0	1
ATG38	0	1	0	1
TUB4	1	1	0	0
CDC123	1	1	0	0
CPR6	0	1	0	1
COA4	0	1	0	1
MSC3	0	1	0	1
RSA3	1	1	0	0
UTP13	1	0	1	0
IFH1	0	1	0	1
BUR2	1	1	0	0
BNA5	0	1	0	1
VPS34	1	1	0	0
MAP1	0	1	0	1
ERF2	0	1	0	1
IRC20	0	1	0	1
RCK2	0	1	0	1
YEF3	1	1	0	0
HAP1	0	1	0	1
YLR257W	0	1	0	1
GSY2	1	1	0	0
HSP60	1	1	0	0
LCB5	0	1	0	1
YPT6	0	1	0	1
RPS28B	1	0	1	0
NEJ1	0	1	0	1
SEC22	1	0	1	0
DCS1	0	1	0	1
YCS4	0	1	0	1
PIG1	0	1	0	1
MCM5	1	0	1	0
SMD2	1	1	0	0
DBP9	1	1	0	0
YSH1	1	1	0	0
YLR278C	0	1	0	1
YLR287C	1	1	0	0
MEC3	0	1	0	1
COQ11	0	1	0	1
GCD7	1	1	0	0
SEC72	1	1	0	0
GSP1	0	1	0	1
YHC1	1	1	0	0
ECM38	0	1	0	1
MET17	0	1	0	1
ACO1	1	1	0	0
STT4	0	1	0	1
IMH1	0	1	0	1
CDC25	1	1	0	0
MRPL15	1	1	0	0
CDC3	1	1	0	0
NKP2	0	1	0	1
BUD6	0	1	0	1
MMS22	0	1	0	1
SFH1	1	1	0	0
