names	in_Gavin	in_Krogan	unique_to_Gavin	unique_to_Krogan
RPL38	1	1	0	0
CHS5	1	1	0	0
RPS25B	1	1	0	0
NUP2	1	1	0	0
SGD1	0	1	0	1
VRP1	0	1	0	1
RPP0	1	0	1	0
SPO77	0	1	0	1
FKS1	1	1	0	0
YLR345W	1	1	0	0
KAP95	1	1	0	0
TAL1	0	1	0	1
ILV5	1	1	0	0
ATG33	0	1	0	1
RSC2	1	1	0	0
YLR358C	0	1	0	1
ADE13	0	1	0	1
VPS38	1	0	1	0
STE11	0	1	0	1
RPS22B	1	0	1	0
SSQ1	0	1	0	1
ARC18	1	1	0	0
ROM2	1	1	0	0
VID22	1	1	0	0
STP3	0	1	0	1
FBP1	0	1	0	1
CSR1	0	1	0	1
CTF3	0	1	0	1
NAM2	0	1	0	1
IKI3	1	1	0	0
SWC7	0	1	0	1
VAC14	1	1	0	0
REH1	0	1	0	1
SKI2	1	1	0	0
BDF1	0	1	0	1
DUS3	0	1	0	1
SFP1	0	1	0	1
YLR407W	0	1	0	1
BLS1	0	1	0	1
UTP21	1	1	0	0
VIP1	1	1	0	0
VPS36	0	1	0	1
CDC73	1	1	0	0
YLR419W	0	1	0	1
RPN13	1	1	0	0
SPP382	1	1	0	0
TUS1	1	1	0	0
TDA5	0	1	0	1
CRN1	1	1	0	0
SEN1	1	1	0	0
IMD3	1	1	0	0
CNA1	0	1	0	1
TSR2	0	1	0	1
ECM30	1	1	0	0
LSM3	0	1	0	1
MRPL4	1	1	0	0
SEC39	1	0	1	0
RPS1A	1	0	1	0
SIR3	0	1	0	1
VMA6	1	0	1	0
RPL6B	1	0	1	0
FPR4	1	0	1	0
SST2	1	1	0	0
FMP27	0	1	0	1
YLR455W	0	1	0	1
YML002W	0	1	0	1
TRM12	0	1	0	1
GIS4	0	1	0	1
YAP1	1	1	0	0
ERG6	0	1	0	1
MRPL39	1	0	1	0
SPT5	1	1	0	0
RAD33	0	1	0	1
ERV25	1	1	0	0
TRM9	0	1	0	1
TAF11	1	0	1	0
PPZ1	1	1	0	0
PSP2	0	1	0	1
RPS17A	1	0	1	0
YML6	1	1	0	0
TSA1	1	1	0	0
USA1	0	1	0	1
NDC1	0	1	0	1
RAD52	1	1	0	0
SRC1	0	1	0	1
AMD1	0	1	0	1
CGI121	0	1	0	1
VPS71	0	1	0	1
PRP39	1	1	0	0
RSE1	1	1	0	0
GAL80	0	1	0	1
SUR7	0	1	0	1
SPC2	0	1	0	1
IMD4	1	1	0	0
CMP2	0	1	0	1
SML1	0	1	0	1
NTE1	0	1	0	1
OGG1	0	1	0	1
MFT1	1	1	0	0
RPS1B	1	0	1	0
TEM1	0	1	0	1
ORC1	1	1	0	0
ERV41	1	0	1	0
POB3	1	1	0	0
COG8	1	0	1	0
TCB3	1	1	0	0
RPL6A	1	0	1	0
HMG1	1	0	1	0
WAR1	0	1	0	1
BET5	1	0	1	0
CPR3	0	1	0	1
TUB1	1	1	0	0
RPM2	1	1	0	0
PRE8	1	1	0	0
UTP14	0	1	0	1
GIM5	0	1	0	1
RAD10	0	1	0	1
VPS9	1	0	1	0
TSL1	1	1	0	0
CUE4	0	1	0	1
CAC2	0	1	0	1
NUP188	0	1	0	1
SEC65	1	1	0	0
URA5	0	1	0	1
PML39	0	1	0	1
ZDS2	1	1	0	0
BUL2	0	1	0	1
CTK3	1	1	0	0
TAF8	1	0	1	0
NAB6	1	0	1	0
GTR1	0	1	0	1
TUB3	1	1	0	0
ERG13	1	1	0	0
RSC9	1	1	0	0
ERO1	1	0	1	0
YML131W	0	1	0	1
TAF4	1	0	1	0
YMR007W	0	1	0	1
YMR010W	0	1	0	1
CLU1	1	1	0	0
BUD22	0	1	0	1
SOK2	0	1	0	1
STB4	0	1	0	1
FMS1	0	1	0	1
MSS1	0	1	0	1
MRPL3	1	1	0	0
CSI1	1	1	0	0
TAP42	0	1	0	1
FAR8	1	0	1	0
EIS1	0	1	0	1
ARP9	1	1	0	0
YMR034C	0	1	0	1
ARA2	0	1	0	1
MCM1	0	1	0	1
IOC4	0	1	0	1
NUP116	1	0	1	0
CSM3	0	1	0	1
ERB1	1	1	0	0
FAR3	1	0	1	0
RNA14	1	0	1	0
AEP1	1	0	1	0
UBX4	0	1	0	1
AVO2	0	1	0	1
TVP18	0	1	0	1
ABF2	1	1	0	0
RCO1	1	1	0	0
PDS5	0	1	0	1
CTF18	1	1	0	0
SEC14	0	1	0	1
NAM7	1	0	1	0
ADH3	1	1	0	0
SEG1	0	1	0	1
YTA12	1	1	0	0
NPL6	1	1	0	0
UTP15	1	1	0	0
MTG1	0	1	0	1
ATP25	1	0	1	0
YMR099C	1	0	1	0
MUB1	0	1	0	1
YPK2	0	1	0	1
YKU80	0	1	0	1
ILV2	0	1	0	1
MYO5	1	1	0	0
HFD1	0	1	0	1
MED11	1	1	0	0
FOL3	0	1	0	1
ASC1	1	1	0	0
SHH3	0	1	0	1
ADE17	0	1	0	1
RPL15B	1	0	1	0
PKR1	0	1	0	1
YMR124W	0	1	0	1
STO1	1	1	0	0
SAS2	0	1	0	1
ECM16	1	1	0	0
RRB1	0	1	0	1
YMR134W	0	1	0	1
GID8	0	1	0	1
PSO2	0	1	0	1
RIM11	0	1	0	1
SIP5	0	1	0	1
RPL13B	1	0	1	0
RPS16A	1	0	1	0
TIF34	1	1	0	0
SWP1	1	1	0	0
RIM13	0	1	0	1
MRPS8	1	1	0	0
MLH1	1	1	0	0
ALD3	0	1	0	1
ALD2	0	1	0	1
HOT1	1	1	0	0
DDR48	0	1	0	1
ECM5	1	0	1	0
HSC82	1	1	0	0
YMR187C	0	1	0	1
MRPS17	1	1	0	0
SPG5	0	1	0	1
GYL1	1	1	0	0
MRPL24	1	1	0	0
RPL36A	1	0	1	0
YMR196W	0	1	0	1
VTI1	1	0	1	0
CIK1	0	1	0	1
CLN1	1	0	1	0
RAD14	0	1	0	1
PFK2	1	1	0	0
HFA1	0	1	0	1
CEF1	1	1	0	0
SCJ1	1	1	0	0
TRS130	1	0	1	0
ESC1	0	1	0	1
UBP8	1	1	0	0
MRE11	0	1	0	1
MRPL44	1	0	1	0
TAF7	1	0	1	0
MTF1	0	1	0	1
RRP5	1	1	0	0
RPS10B	1	1	0	0
TRI1	0	1	0	1
RNA1	1	0	1	0
TAF9	1	0	1	0
BCH1	1	1	0	0
RNT1	1	1	0	0
CUS1	1	1	0	0
RPL20A	1	0	1	0
FAA4	1	0	1	0
GFD1	0	1	0	1
PET111	0	1	0	1
ROY1	1	1	0	0
TRM732	0	1	0	1
TPS3	1	1	0	0
SAP30	1	1	0	0
CUE1	0	1	0	1
PRP24	1	1	0	0
URA10	0	1	0	1
ZDS1	1	1	0	0
BUL1	0	1	0	1
DSK2	0	1	0	1
FCP1	0	1	0	1
CAT8	0	1	0	1
YKU70	0	1	0	1
HSH155	1	1	0	0
HAS1	1	1	0	0
LCB1	1	0	1	0
PRC1	1	0	1	0
UBP15	1	1	0	0
PSE1	1	1	0	0
NIP1	1	1	0	0
YMR310C	1	1	0	0
GLC8	0	1	0	1
PRE5	1	1	0	0
YMR315W	1	1	0	0
ERR3	0	1	0	1
RLP7	1	0	1	0
HRB1	1	1	0	0
MRP7	1	1	0	0
IDP3	0	1	0	1
PBI2	0	1	0	1
YNL019C	0	1	0	1
HDA1	1	1	0	0
RCM1	0	1	0	1
FAP1	1	1	0	0
EFM6	0	1	0	1
SSN8	0	1	0	1
HHF2	0	1	0	1
HHT2	0	1	0	1
SIW14	0	1	0	1
IDH1	0	1	0	1
BDP1	0	1	0	1
COG6	1	0	1	0
BOP3	0	1	0	1
YIP3	0	1	0	1
LAP2	0	1	0	1
SLM2	0	1	0	1
SFB2	1	1	0	0
COG5	1	1	0	0
COX5A	0	1	0	1
VAC7	0	1	0	1
POR1	1	1	0	0
OCA2	0	1	0	1
ARP5	1	1	0	0
NOP2	1	1	0	0
GCD10	0	1	0	1
YDJ1	1	0	1	0
AQR1	0	1	0	1
RPL9B	0	1	0	1
FKH2	0	1	0	1
RPL16B	1	0	1	0
LAT1	1	1	0	0
MSK1	0	1	0	1
IMP4	1	0	1	0
MKS1	1	1	0	0
NIS1	1	1	0	0
TPM1	0	1	0	1
SWS2	0	1	0	1
PMS1	1	0	1	0
END3	1	1	0	0
MKT1	1	1	0	0
SNN1	0	1	0	1
TCB2	0	1	0	1
TOP2	1	1	0	0
NST1	0	1	0	1
YNL092W	0	1	0	1
APP1	0	1	0	1
RPS7B	1	0	1	0
PHO23	1	1	0	0
RAS2	0	1	0	1
OCA1	0	1	0	1
POL1	1	1	0	0
MET4	0	1	0	1
LEU4	1	1	0	0
INP52	0	1	0	1
YAF9	1	1	0	0
NOP15	1	1	0	0
CYB5	0	1	0	1
DBP2	1	1	0	0
RPC19	1	1	0	0
DCP2	1	1	0	0
NCS2	0	1	0	1
YNL122C	0	1	0	1
SPC98	1	1	0	0
KRE33	1	1	0	0
FPR1	0	1	0	1
EAF7	0	1	0	1
NAM9	1	1	0	0
SRV2	1	1	0	0
THO2	1	0	1	0
YNL140C	0	1	0	1
LSM7	1	1	0	0
PGA2	0	1	0	1
RPC31	1	1	0	0
GIM3	0	1	0	1
CUZ1	0	1	0	1
RPL42A	0	1	0	1
RIA1	0	1	0	1
IBD2	0	1	0	1
SKO1	0	1	0	1
FMP41	0	1	0	1
APC1	1	1	0	0
NOP13	1	1	0	0
TDA7	0	1	0	1
MRPL22	1	1	0	0
RPS3	1	0	1	0
IPI3	1	0	1	0
UBP10	1	1	0	0
SRP1	1	1	0	0
CHS1	1	0	1	0
PSY2	1	1	0	0
RTT106	0	1	0	1
RIO2	1	1	0	0
YNL208W	0	1	0	1
SSB2	1	1	0	0
VID27	1	0	1	0
IES2	0	1	0	1
MGS1	1	0	1	0
ADE12	0	1	0	1
POP1	1	1	0	0
SSU72	1	1	0	0
SQS1	1	1	0	0
JJJ1	0	1	0	1
URE2	0	1	0	1
ELA1	0	1	0	1
CSL4	1	1	0	0
BNI4	0	1	0	1
YNL234W	0	1	0	1
SIN4	1	1	0	0
KEX2	0	1	0	1
LAP3	0	1	0	1
SLA2	1	0	1	0
SUI1	1	1	0	0
VPS75	0	1	0	1
YNL247W	0	1	0	1
RPA49	1	1	0	0
MPA43	1	0	1	0
RAD50	1	1	0	0
NRD1	1	1	0	0
MRPL17	1	1	0	0
TEX1	1	1	0	0
RTC4	0	1	0	1
GIS2	0	1	0	1
DSL1	1	0	1	0
LTO1	0	1	0	1
ORC5	1	1	0	0
POL2	1	1	0	0
PDR17	0	1	0	1
IST1	0	1	0	1
PIK1	0	1	0	1
LYP1	0	1	0	1
BNI1	1	0	1	0
SEC2	1	1	0	0
TOF1	0	1	0	1
HCH1	0	1	0	1
POP3	1	1	0	0
MRPL10	1	1	0	0
CUS2	0	1	0	1
SEC21	1	1	0	0
CAF40	1	1	0	0
RFC3	1	1	0	0
MID1	0	1	0	1
PUS4	0	1	0	1
MSB3	0	1	0	1
RIM21	0	1	0	1
MON2	1	1	0	0
TRF5	0	1	0	1
YPT11	0	1	0	1
MRPS18	1	1	0	0
MCK1	0	1	0	1
KRI1	1	1	0	0
ZIM17	0	1	0	1
RFA2	1	1	0	0
EMW1	0	1	0	1
ATP11	0	1	0	1
PFS2	1	1	0	0
FIG4	0	1	0	1
EGT2	0	1	0	1
RPD3	1	1	0	0
RPC34	1	1	0	0
VPS27	0	1	0	1
ATG3	1	0	1	0
CSE2	1	1	0	0
PRP2	0	1	0	1
PHO91	0	1	0	1
YNR014W	0	1	0	1
ACC1	1	1	0	0
YNR021W	0	1	0	1
MRPL50	0	1	0	1
SNF12	1	1	0	0
MPP6	0	1	0	1
YNR029C	1	0	1	0
SSK2	0	1	0	1
ABZ1	1	0	1	0
SOL1	0	1	0	1
ARC35	1	1	0	0
MRPS12	0	1	0	1
RSM19	1	1	0	0
DBP6	0	1	0	1
MVD1	1	1	0	0
TRM112	1	1	0	0
FPK1	0	1	0	1
LYS9	1	1	0	0
BRE5	1	1	0	0
POP2	1	1	0	0
NOG2	1	1	0	0
BIO3	0	1	0	1
YNR062C	0	1	0	1
DSE4	0	1	0	1
PHO80	1	1	0	0
SIN3	1	1	0	0
RPB11	1	1	0	0
TOP1	1	1	0	0
COQ10	0	1	0	1
RCL1	1	1	0	0
PLB3	0	1	0	1
HTZ1	0	1	0	1
HRD1	0	1	0	1
CMK2	0	1	0	1
ESC8	0	1	0	1
TLG2	0	1	0	1
DIS3	1	1	0	0
TSR4	0	1	0	1
LAG2	0	1	0	1
MSE1	0	1	0	1
SMC5	0	1	0	1
PRE6	1	1	0	0
NOP12	1	1	0	0
PSK2	0	1	0	1
GAL11	1	1	0	0
SPE2	0	1	0	1
PSH1	1	1	0	0
YOL057W	0	1	0	1
ARG1	1	0	1	0
GPD2	0	1	0	1
PRS5	0	1	0	1
APM4	0	1	0	1
CRT10	0	1	0	1
MET22	0	1	0	1
INP54	0	1	0	1
RTG1	0	1	0	1
HST1	0	1	0	1
NBA1	1	1	0	0
THP1	0	1	0	1
MDM20	0	1	0	1
BRX1	1	1	0	0
ADH1	1	0	1	0
YOL087C	1	1	0	0
MPD2	0	1	0	1
MSH2	1	1	0	0
RFC4	1	1	0	0
WRS1	1	1	0	0
YOL098C	1	1	0	0
INO4	0	1	0	1
ZEO1	0	1	0	1
MDY2	0	1	0	1
PAP2	1	0	1	0
RRI2	1	1	0	0
RPL18A	1	1	0	0
HRP1	1	0	1	0
TRM11	1	1	0	0
RPL25	1	0	1	0
MED7	1	1	0	0
CDC33	1	1	0	0
RRP40	1	1	0	0
RIB4	0	1	0	1
NOP8	1	1	0	0
CTR9	1	1	0	0
PSF3	0	1	0	1
SPT20	1	1	0	0
DCP1	1	1	0	0
FRE7	0	1	0	1
ZPS1	0	1	0	1
RRP6	1	1	0	0
SGT2	0	1	0	1
TIR4	0	1	0	1
RTS1	1	1	0	0
PET127	0	1	0	1
ROD1	0	1	0	1
AHC1	0	1	0	1
STI1	0	1	0	1
SHE4	1	1	0	0
PEP12	1	0	1	0
HIR2	0	1	0	1
CKB2	1	1	0	0
GLO4	0	1	0	1
CUE5	0	1	0	1
WHI2	0	1	0	1
DBP5	0	1	0	1
RAT1	1	1	0	0
RSB1	0	1	0	1
ETT1	0	1	0	1
TMC1	0	1	0	1
VHS3	0	1	0	1
NOB1	1	1	0	0
SGT1	0	1	0	1
ASE1	0	1	0	1
YOR059C	1	0	1	0
CKA2	1	1	0	0
RPL3	1	0	1	0
YNG1	0	1	0	1
VPS5	1	1	0	0
CDC21	0	1	0	1
UFE1	1	0	1	0
SKI7	1	1	0	0
BUD21	1	1	0	0
TGL5	0	1	0	1
WHI5	0	1	0	1
TCB1	0	1	0	1
VPS21	0	1	0	1
TMA46	0	1	0	1
ECM3	0	1	0	1
YOR093C	0	1	0	1
RPS7A	1	0	1	0
YOR097C	0	1	0	1
NUP1	1	1	0	0
CRC1	0	1	0	1
RAS1	0	1	0	1
LEU9	1	1	0	0
TFC7	0	1	0	1
TRS33	1	1	0	0
RPO31	1	1	0	0
RPT5	1	1	0	0
LEO1	1	1	0	0
UBP2	0	1	0	1
RGA1	0	1	0	1
ADE2	0	1	0	1
VPS17	0	1	0	1
EFT1	1	1	0	0
IDH2	1	1	0	0
RUP1	0	1	0	1
SFL1	0	1	0	1
ARP8	1	1	0	0
LSC1	0	1	0	1
ELG1	1	0	1	0
PNO1	1	1	0	0
SPP2	0	1	0	1
MRPL23	1	0	1	0
RPB2	1	1	0	0
PDR5	1	1	0	0
NFI1	0	1	0	1
PUP1	0	1	0	1
PET123	1	1	0	0
SME1	0	1	0	1
MTR10	1	0	1	0
YRR1	0	1	0	1
GET4	1	1	0	0
GLN4	0	1	0	1
YRM1	0	1	0	1
DCS2	0	1	0	1
MED4	1	1	0	0
MPC54	0	1	0	1
SYC1	1	1	0	0
LAS17	1	1	0	0
SER1	0	1	0	1
GSP2	1	0	1	0
TUF1	1	1	0	0
MSB1	0	1	0	1
IES4	0	1	0	1
THI72	0	1	0	1
PEX27	0	1	0	1
TOA1	0	1	0	1
SLK19	0	1	0	1
LIP5	0	1	0	1
MCA1	0	1	0	1
BFR1	0	1	0	1
MRM1	1	0	1	0
DED1	1	0	1	0
NOC2	1	1	0	0
RET1	1	1	0	0
NPT1	0	1	0	1
RPB10	1	1	0	0
STE4	1	1	0	0
SAS5	0	1	0	1
RUD3	0	1	0	1
RFC1	1	1	0	0
STE13	0	1	0	1
RCN2	0	1	0	1
RPB8	1	1	0	0
HER1	0	1	0	1
WTM1	1	1	0	0
KIN4	0	1	0	1
RPL33B	1	0	1	0
DFR1	0	1	0	1
YOR238W	0	1	0	1
SSP2	0	1	0	1
PUS7	1	1	0	0
ESA1	1	1	0	0
APC5	1	1	0	0
CLP1	1	0	1	0
TMA16	0	1	0	1
NAT5	0	1	0	1
SEC63	1	1	0	0
CDC31	0	1	0	1
RPT4	1	1	0	0
GCD1	1	1	0	0
RPN8	1	1	0	0
GPN2	0	1	0	1
RBL2	0	1	0	1
HRK1	1	0	1	0
PAC1	0	1	0	1
VPH1	1	0	1	0
YTM1	1	1	0	0
CAF20	0	1	0	1
RFM1	0	1	0	1
PLP2	1	0	1	0
HUA2	1	0	1	0
RRP36	0	1	0	1
SNF2	1	1	0	0
RPS10A	1	1	0	0
RRS1	0	1	0	1
BUD7	1	1	0	0
CPA1	1	1	0	0
ISW2	1	1	0	0
RRG7	0	1	0	1
SNU66	1	1	0	0
NOP58	1	1	0	0
SFG1	0	1	0	1
HSH49	1	1	0	0
LDB19	0	1	0	1
PRO2	1	1	0	0
MYO2	1	1	0	0
PDR10	0	1	0	1
VMA4	1	0	1	0
ALA1	1	1	0	0
KRE5	0	1	0	1
RPA43	1	1	0	0
RPA190	1	1	0	0
YOR342C	0	1	0	1
REV1	0	1	0	1
PYK2	1	1	0	0
CIN1	1	1	0	0
YOR352W	0	1	0	1
SOG2	0	1	0	1
GDS1	0	1	0	1
VTS1	0	1	0	1
PDE2	0	1	0	1
PRT1	1	1	0	0
PRE10	1	1	0	0
PIP2	0	1	0	1
YOR365C	0	1	0	1
RAD17	0	1	0	1
MRS6	1	1	0	0
ALD4	0	1	0	1
GDH1	1	1	0	0
FRE3	0	1	0	1
PHR1	0	1	0	1
HAT1	1	1	0	0
SNF8	0	1	0	1
ULA1	0	1	0	1
LSP1	0	1	0	1
AEP3	0	1	0	1
TFC8	0	1	0	1
RQC2	1	1	0	0
RET3	1	1	0	0
TAF3	1	0	1	0
RRP12	1	1	0	0
MRPS16	1	1	0	0
SWI1	1	1	0	0
CTF19	0	1	0	1
ULP1	1	1	0	0
RAD1	0	1	0	1
MET12	0	1	0	1
ERG10	0	1	0	1
PHO85	1	1	0	0
SVL3	0	1	0	1
EGD1	0	1	0	1
ISM1	0	1	0	1
SSN3	1	1	0	0
NOP4	1	0	1	0
ELC1	0	1	0	1
SGF11	0	1	0	1
CAM1	1	1	0	0
DIG1	1	1	0	0
MNN9	1	0	1	0
ARL3	0	1	0	1
KTR6	1	0	1	0
LGE1	0	1	0	1
GRX5	0	1	0	1
ALD6	1	1	0	0
YPL066W	1	1	0	0
MUK1	0	1	0	1
YTA6	0	1	0	1
RPS9A	1	1	0	0
MOT1	1	1	0	0
SEN54	1	0	1	0
BRO1	1	1	0	0
SEC16	1	1	0	0
ELP3	1	1	0	0
RLM1	0	1	0	1
RPS6A	1	1	0	0
NOG1	1	1	0	0
SEC62	1	0	1	0
PNG1	0	1	0	1
INA17	0	1	0	1
ELP4	1	1	0	0
SYH1	0	1	0	1
SSE1	1	0	1	0
GDE1	0	1	0	1
CAR1	0	1	0	1
BEM3	0	1	0	1
HOS3	0	1	0	1
MRP51	1	1	0	0
VPS30	1	0	1	0
NAN1	1	1	0	0
HHO1	0	1	0	1
TBF1	1	1	0	0
TAF14	1	0	1	0
RPL5	1	0	1	0
RDS2	0	1	0	1
GIP3	0	1	0	1
SPP1	1	1	0	0
UME1	1	1	0	0
RPL33A	1	0	1	0
POC4	0	1	0	1
NOP53	0	1	0	1
YPL150W	0	1	0	1
PRP46	1	1	0	0
RRD2	0	1	0	1
RAD53	1	1	0	0
PEP4	1	0	1	0
KIP2	0	1	0	1
CDC60	1	1	0	0
BEM4	0	1	0	1
MEX67	1	1	0	0
DAP1	0	1	0	1
MRPL40	0	1	0	1
NIP100	0	1	0	1
CUP9	0	1	0	1
CBC2	1	1	0	0
CTI6	1	1	0	0
RTT10	0	1	0	1
RTC6	1	0	1	0
NAB3	1	1	0	0
YPL191C	0	1	0	1
APL5	1	1	0	0
RPL7B	1	0	1	0
YPL199C	0	1	0	1
YIG1	0	1	0	1
TPK2	0	1	0	1
HRR25	1	0	1	0
PGC1	1	0	1	0
TYW1	1	1	0	0
RKM1	1	1	0	0
IPL1	0	1	0	1
SRP72	1	1	0	0
NIP7	1	1	0	0
PUS1	0	1	0	1
LEA1	1	1	0	0
YPL216W	0	1	0	1
BMS1	1	1	0	0
SAR1	1	1	0	0
PCL8	1	1	0	0
RPL1A	1	1	0	0
FMP40	0	1	0	1
YPL225W	0	1	0	1
NEW1	1	1	0	0
ALG5	0	1	0	1
CET1	1	0	1	0
FAS2	1	1	0	0
RVB2	1	1	0	0
SUI3	1	0	1	0
YAR1	0	1	0	1
HSP82	1	1	0	0
IQG1	0	1	0	1
SRP68	1	1	0	0
YPL245W	0	1	0	1
YPL247C	0	1	0	1
GYP5	0	1	0	1
RPL36B	1	1	0	0
HFI1	1	1	0	0
CLN2	1	0	1	0
APM1	1	1	0	0
KEL3	0	1	0	1
DIM1	1	0	1	0
PLC1	0	1	0	1
PDH1	0	1	0	1
YPR003C	0	1	0	1
HAA1	0	1	0	1
RPA135	1	1	0	0
TIF6	1	0	1	0
RLF2	0	1	0	1
EAF3	1	1	0	0
CCL1	0	1	0	1
APL4	1	1	0	0
NTO1	0	1	0	1
SRO7	1	0	1	0
ARP7	1	1	0	0
GLN1	1	1	0	0
VMA13	1	1	0	0
ERV2	0	1	0	1
TIF5	1	1	0	0
RPL43A	1	0	1	0
THP3	0	1	0	1
MCM16	0	1	0	1
MSF1	0	1	0	1
TAH18	0	1	0	1
NHP6A	0	1	0	1
SEC8	1	0	1	0
TFB4	1	1	0	0
BRR1	1	1	0	0
JID1	0	1	0	1
FCY1	0	1	0	1
ISA2	0	1	0	1
SPE3	0	1	0	1
MED1	1	1	0	0
NOT5	1	0	1	0
TKL1	1	1	0	0
TEF1	1	1	0	0
GRS2	0	1	0	1
DIB1	1	0	1	0
MDM36	0	1	0	1
SRP54	1	1	0	0
ASR1	1	1	0	0
MRPL51	1	0	1	0
SNT309	1	1	0	0
RPL11A	1	0	1	0
PRE2	1	1	0	0
COG4	1	0	1	0
YTH1	1	1	0	0
RPN7	1	1	0	0
RPC40	1	1	0	0
MRD1	1	1	0	0
YPR114W	0	1	0	1
RGC1	0	1	0	1
RRG8	0	1	0	1
YPR117W	0	1	0	1
MRI1	1	0	1	0
CLB2	0	1	0	1
CLB5	0	1	0	1
NAT3	0	1	0	1
MSS18	0	1	0	1
CTF4	0	1	0	1
RRP9	1	1	0	0
MEP3	0	1	0	1
TAZ1	0	1	0	1
RRP15	0	1	0	1
NOC4	1	1	0	0
SGV1	1	1	0	0
ORC4	1	1	0	0
TIF3	0	1	0	1
MMS1	0	1	0	1
MRP2	0	1	0	1
NUT2	1	1	0	0
JIP5	0	1	0	1
BSP1	0	1	0	1
VPS4	0	1	0	1
YPR174C	1	0	1	0
DPB2	1	1	0	0
PRP4	1	1	0	0
HDA3	1	0	1	0
AOS1	1	0	1	0
SEC23	1	1	0	0
SMX3	0	1	0	1
GDB1	1	1	0	0
PZF1	0	1	0	1
RPO26	1	1	0	0
MLC2	0	1	0	1
SKI3	1	1	0	0
RPC82	1	1	0	0
QCR2	1	1	0	0
SGE1	0	1	0	1
